county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
San Francisco,2020-04-22T00:00:00,1328.0,729.0,,,
San Joaquin,2020-04-22T00:00:00,,,,,
San Luis Obispo,2020-04-22T00:00:00,154.0,,14.0,14.0,
San Mateo,2020-04-22T00:00:00,134.0,85.0,,,
Santa Barbara,2020-04-22T00:00:00,85.0,,,,
Santa Clara,2020-04-22T00:00:00,575.0,230.0,105.0,105.0,
Santa Cruz,2020-04-22T00:00:00,27.0,20.0,35.0,,
Shasta,2020-04-22T00:00:00,20.0,,,,
Sierra,2020-04-22T00:00:00,,,,,
Siskiyou,2020-04-22T00:00:00,,,,,
Solano,2020-04-22T00:00:00,,,,,
Sonoma,2020-04-22T00:00:00,45.0,45.0,,,
Stanislaus,2020-04-22T00:00:00,121.0,19.0,,,
Sutter,2020-04-22T00:00:00,16.0,16.0,,,
Tehama,2020-04-22T00:00:00,,,,,
Trinity,2020-04-22T00:00:00,,,,,
Tulare,2020-04-22T00:00:00,56.0,,,,
Tuolumne,2020-04-22T00:00:00,,,,,
Ventura,2020-04-22T00:00:00,398.0,275.0,,,
Yolo,2020-04-22T00:00:00,246.0,206.0,,,
Yuba,2020-04-22T00:00:00,41.0,18.0,,,
Alameda ,2020-04-23T00:00:00,403.0,346.0,91.0,91.0,
Alpine ,2020-04-23T00:00:00,,,,,
Amador ,2020-04-23T00:00:00,,,,,
Butte ,2020-04-23T00:00:00,87.0,87.0,,,
Calaveras ,2020-04-23T00:00:00,75.0,20.0,,,
Colusa ,2020-04-23T00:00:00,,,,,
Contra Costa ,2020-04-23T00:00:00,340.0,129.0,,,
Del Norte ,2020-04-23T00:00:00,,,,,
El Dorado ,2020-04-23T00:00:00,26.0,,,,
Fresno ,2020-04-23T00:00:00,305.0,250.0,28.0,28.0,
Glenn ,2020-04-23T00:00:00,,,,,
Humboldt,2020-04-23T00:00:00,44.0,11.0,15.0,,
Imperial ,2020-04-23T00:00:00,36.0,,37.0,,
Inyo ,2020-04-23T00:00:00,,,,,
Kern ,2020-04-23T00:00:00,,,15.0,15.0,
Kings ,2020-04-23T00:00:00,,,,,
Lake ,2020-04-23T00:00:00,15.0,,,,
Lassen ,2020-04-23T00:00:00,,,,,
Los Angeles ,2020-04-23T00:00:00,3292.0,1054.0,658.0,649.0,
Madera ,2020-04-23T00:00:00,,,,,
Marin ,2020-04-23T00:00:00,132.0,96.0,44.0,,
Mariposa ,2020-04-23T00:00:00,44.0,12.0,,,
Mendocino ,2020-04-23T00:00:00,146.0,107.0,,,
Merced ,2020-04-23T00:00:00,,,,,
Modoc ,2020-04-23T00:00:00,,,,,
Mono ,2020-04-23T00:00:00,48.0,,,,
Monterey ,2020-04-23T00:00:00,142.0,,108.0,15.0,
Napa ,2020-04-23T00:00:00,104.0,48.0,18.0,,
Nevada ,2020-04-23T00:00:00,27.0,,,,
Orange ,2020-04-23T00:00:00,275.0,81.0,78.0,78.0,
Placer ,2020-04-23T00:00:00,32.0,32.0,12.0,,
Plumas ,2020-04-23T00:00:00,,,,,
Riverside ,2020-04-23T00:00:00,422.0,303.0,15.0,15.0,
Sacramento ,2020-04-23T00:00:00,316.0,63.0,63.0,63.0,
San Benito ,2020-04-23T00:00:00,67.0,40.0,,,
San Bernardino ,2020-04-23T00:00:00,50.0,37.0,20.0,,20.0
San Diego ,2020-04-23T00:00:00,2029.0,409.0,44.0,44.0,
San Francisco,2020-04-23T00:00:00,1328.0,809.0,91.0,59.0,
San Joaquin ,2020-04-23T00:00:00,,,,,
San Luis Obispo ,2020-04-23T00:00:00,154.0,,14.0,14.0,
San Mateo ,2020-04-23T00:00:00,136.0,92.0,,,
Santa Barbara ,2020-04-23T00:00:00,98.0,34.0,,,
Santa Clara ,2020-04-23T00:00:00,615.0,243.0,105.0,105.0,
Santa Cruz ,2020-04-23T00:00:00,27.0,19.0,35.0,,
Shasta ,2020-04-23T00:00:00,20.0,,,,
Sierra ,2020-04-23T00:00:00,,,,,
Siskiyou ,2020-04-23T00:00:00,,,,,
Solano ,2020-04-23T00:00:00,,,,,
Sonoma ,2020-04-23T00:00:00,45.0,45.0,,,
Stanislaus ,2020-04-23T00:00:00,121.0,19.0,,,
Sutter ,2020-04-23T00:00:00,16.0,16.0,,,
Tehama ,2020-04-23T00:00:00,,,,,
Trinity ,2020-04-23T00:00:00,,,,,
Tulare ,2020-04-23T00:00:00,56.0,,,,
Tuolumne,2020-04-23T00:00:00,,,,,
Ventura ,2020-04-23T00:00:00,388.0,258.0,,,
Yolo ,2020-04-23T00:00:00,246.0,212.0,,,
Yuba ,2020-04-23T00:00:00,30.0,17.0,,,
Alameda,2020-04-24T00:00:00,385.0,344.0,91.0,91.0,
Alpine ,2020-04-24T00:00:00,,,,,
Amador,2020-04-24T00:00:00,,,,,
Butte,2020-04-24T00:00:00,89.0,89.0,,,
Calaveras,2020-04-24T00:00:00,75.0,20.0,,,
Colusa,2020-04-24T00:00:00,,,,,
Contra Costa,2020-04-24T00:00:00,340.0,129.0,,,
Del Norte,2020-04-24T00:00:00,,,,,
El Dorado,2020-04-24T00:00:00,26.0,,,,
Fresno,2020-04-24T00:00:00,305.0,250.0,28.0,28.0,
Glenn ,2020-04-24T00:00:00,,,,,
Humboldt,2020-04-24T00:00:00,44.0,11.0,15.0,,
Imperial,2020-04-24T00:00:00,36.0,,37.0,,
Inyo,2020-04-24T00:00:00,,,,,
Kern,2020-04-24T00:00:00,,,15.0,15.0,
Kings,2020-04-24T00:00:00,,,,,
Lake ,2020-04-24T00:00:00,15.0,,,,
Lassen,2020-04-24T00:00:00,,,,,
Los Angeles,2020-04-24T00:00:00,3292.0,1054.0,658.0,649.0,
Madera,2020-04-24T00:00:00,20.0,20.0,,,
Marin ,2020-04-24T00:00:00,132.0,96.0,44.0,,
Mariposa,2020-04-24T00:00:00,44.0,13.0,,,
Mendocino,2020-04-24T00:00:00,149.0,110.0,,,
Merced,2020-04-24T00:00:00,85.0,34.0,,,
Modoc,2020-04-24T00:00:00,,,,,
Mono ,2020-04-24T00:00:00,48.0,,,,
Monterey,2020-04-24T00:00:00,142.0,,108.0,15.0,
Napa,2020-04-24T00:00:00,104.0,52.0,18.0,,
Nevada,2020-04-24T00:00:00,50.0,16.0,,,
Orange,2020-04-24T00:00:00,275.0,86.0,78.0,78.0,
Placer,2020-04-24T00:00:00,32.0,32.0,12.0,,
Plumas,2020-04-24T00:00:00,,,,,
Riverside,2020-04-24T00:00:00,422.0,303.0,15.0,15.0,
Sacramento,2020-04-24T00:00:00,276.0,105.0,63.0,63.0,
San Benito,2020-04-24T00:00:00,67.0,43.0,,,
San Bernardino,2020-04-24T00:00:00,50.0,37.0,20.0,,20.0
San Diego,2020-04-24T00:00:00,2029.0,409.0,44.0,44.0,
San Francisco,2020-04-24T00:00:00,1434.0,864.0,91.0,91.0,
San Joaquin,2020-04-24T00:00:00,,,,,
San Luis Obispo,2020-04-24T00:00:00,155.0,,14.0,14.0,
San Mateo,2020-04-24T00:00:00,139.0,100.0,,,
Santa Barbara,2020-04-24T00:00:00,98.0,37.0,,,
Santa Clara,2020-04-24T00:00:00,660.0,243.0,105.0,105.0,
Santa Cruz,2020-04-24T00:00:00,27.0,20.0,35.0,,
Shasta ,2020-04-24T00:00:00,20.0,,,,
Sierra,2020-04-24T00:00:00,,,,,
Siskiyou,2020-04-24T00:00:00,,,,,
Solano ,2020-04-24T00:00:00,,,,,
Sonoma,2020-04-24T00:00:00,45.0,45.0,,,
Stanislaus,2020-04-24T00:00:00,123.0,52.0,,,
Sutter,2020-04-24T00:00:00,16.0,16.0,,,
Tehama,2020-04-24T00:00:00,,,,,
Trinity,2020-04-24T00:00:00,,,,,
Tulare,2020-04-24T00:00:00,56.0,,,,
Tuolumne,2020-04-24T00:00:00,,,,,
Ventura,2020-04-24T00:00:00,388.0,266.0,,,
Yolo,2020-04-24T00:00:00,246.0,212.0,,,
Yuba,2020-04-24T00:00:00,30.0,17.0,,,
Alameda County,2020-04-25T00:00:00,385.0,344.0,91.0,91.0,
Alpine County,2020-04-25T00:00:00,,,,,
Amador County,2020-04-25T00:00:00,,,,,
Butte County,2020-04-25T00:00:00,89.0,89.0,,,
Calaveras County,2020-04-25T00:00:00,73.0,25.0,,,
Colusa County,2020-04-25T00:00:00,,,,,
Contra Costa County,2020-04-25T00:00:00,340.0,129.0,,,
Del Norte County,2020-04-25T00:00:00,,,,,
El Dorado County,2020-04-25T00:00:00,26.0,,,,
Fresno County,2020-04-25T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-04-25T00:00:00,,,,,
Humboldt County,2020-04-25T00:00:00,44.0,11.0,15.0,,
Imperial County,2020-04-25T00:00:00,36.0,,37.0,,
Inyo County,2020-04-25T00:00:00,,,,,
Kern County,2020-04-25T00:00:00,,,15.0,15.0,
Kings County,2020-04-25T00:00:00,,,,,
Lake County,2020-04-25T00:00:00,15.0,,,,
Lassen County,2020-04-25T00:00:00,,,,,
Los Angeles County,2020-04-25T00:00:00,3292.0,1054.0,658.0,649.0,
Madera County ,2020-04-25T00:00:00,20.0,20.0,,,
Marin County ,2020-04-25T00:00:00,132.0,96.0,44.0,,
Mariposa County,2020-04-25T00:00:00,44.0,13.0,,,
Mendocino County,2020-04-25T00:00:00,149.0,110.0,,,
Merced County,2020-04-25T00:00:00,85.0,34.0,,,
Modoc County,2020-04-25T00:00:00,,,,,
Mono County,2020-04-25T00:00:00,48.0,,,,
Monterey County,2020-04-25T00:00:00,142.0,,108.0,15.0,
Napa County ,2020-04-25T00:00:00,104.0,52.0,18.0,,
Nevada County ,2020-04-25T00:00:00,50.0,16.0,,,
Orange County,2020-04-25T00:00:00,275.0,86.0,78.0,78.0,
Placer County,2020-04-25T00:00:00,73.0,26.0,12.0,,
Plumas County,2020-04-25T00:00:00,,,,,
Riverside County,2020-04-25T00:00:00,422.0,303.0,15.0,15.0,
Sacramento County,2020-04-25T00:00:00,276.0,121.0,63.0,63.0,
San Benito County,2020-04-25T00:00:00,67.0,40.0,,,
San BernardinoCounty,2020-04-25T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-04-25T00:00:00,2029.0,409.0,44.0,44.0,
San Francisco,2020-04-25T00:00:00,1434.0,873.0,91.0,91.0,
San Joaquin County,2020-04-25T00:00:00,,,,,
San Luis Obispo County,2020-04-25T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-04-25T00:00:00,140.0,100.0,,,
Santa Barbara County,2020-04-25T00:00:00,98.0,37.0,,,
Santa Clara County,2020-04-25T00:00:00,660.0,243.0,105.0,105.0,
Santa Cruz County,2020-04-25T00:00:00,27.0,20.0,35.0,,
Shasta County,2020-04-25T00:00:00,20.0,,,,
Sierra County,2020-04-25T00:00:00,,,,,
Siskiyou County,2020-04-25T00:00:00,,,,,
Solano County,2020-04-25T00:00:00,,,,,
Sonoma County,2020-04-25T00:00:00,45.0,45.0,,,
Stanislaus County,2020-04-25T00:00:00,123.0,52.0,,,
Sutter County,2020-04-25T00:00:00,16.0,16.0,,,
Tehama County,2020-04-25T00:00:00,,,,,
Trinity County,2020-04-25T00:00:00,,,,,
Tulare County,2020-04-25T00:00:00,56.0,,,,
Tuolumne County,2020-04-25T00:00:00,,,,,
Ventura County,2020-04-25T00:00:00,388.0,266.0,,,
Yolo County,2020-04-25T00:00:00,246.0,212.0,,,
Yuba County,2020-04-25T00:00:00,39.0,18.0,,,
Wilton Rancheria,2020-04-25T00:00:00,,,,,
Alameda County,2020-04-26T00:00:00,385.0,354.0,91.0,91.0,
Alpine County,2020-04-26T00:00:00,,,,,
Amador County,2020-04-26T00:00:00,,,,,
Butte County,2020-04-26T00:00:00,98.0,98.0,,,
Calaveras County,2020-04-26T00:00:00,73.0,25.0,,,
Colusa County,2020-04-26T00:00:00,,,,,
Contra Costa County,2020-04-26T00:00:00,340.0,129.0,,,
Del Norte County,2020-04-26T00:00:00,,,,,
El Dorado County,2020-04-26T00:00:00,26.0,,,,
Fresno County,2020-04-26T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-04-26T00:00:00,,,,,
Humboldt County,2020-04-26T00:00:00,44.0,11.0,15.0,,
Imperial County,2020-04-26T00:00:00,36.0,,37.0,,
Inyo County,2020-04-26T00:00:00,,,,,
Kern County,2020-04-26T00:00:00,,,15.0,15.0,
Kings County,2020-04-26T00:00:00,,,,,
Lake County,2020-04-26T00:00:00,15.0,,,,
Lassen County,2020-04-26T00:00:00,,,,,
Los Angeles County,2020-04-26T00:00:00,3292.0,1099.0,658.0,649.0,
Madera County ,2020-04-26T00:00:00,20.0,20.0,,,
Marin County ,2020-04-26T00:00:00,132.0,96.0,44.0,,
Mariposa County,2020-04-26T00:00:00,44.0,13.0,,,
Mendocino County,2020-04-26T00:00:00,150.0,111.0,,,
Merced County,2020-04-26T00:00:00,85.0,34.0,,,
Modoc County,2020-04-26T00:00:00,,,,,
Mono County,2020-04-26T00:00:00,48.0,,,,
Monterey County,2020-04-26T00:00:00,142.0,,108.0,15.0,
Napa County ,2020-04-26T00:00:00,104.0,52.0,18.0,,
Nevada County ,2020-04-26T00:00:00,50.0,16.0,,,
Orange County,2020-04-26T00:00:00,275.0,86.0,78.0,78.0,
Placer County,2020-04-26T00:00:00,73.0,26.0,12.0,,
Plumas County,2020-04-26T00:00:00,,,,,
Riverside County,2020-04-26T00:00:00,422.0,303.0,15.0,15.0,
Sacramento County,2020-04-26T00:00:00,276.0,121.0,63.0,63.0,
San Benito County,2020-04-26T00:00:00,67.0,46.0,,,
San BernardinoCounty,2020-04-26T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-04-26T00:00:00,2029.0,409.0,44.0,44.0,
San Francisco,2020-04-26T00:00:00,1431.0,874.0,91.0,91.0,
San Joaquin County,2020-04-26T00:00:00,,,,,
San Luis Obispo County,2020-04-26T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-04-26T00:00:00,140.0,100.0,,,
Santa Barbara County,2020-04-26T00:00:00,96.0,44.0,,,
Santa Clara County,2020-04-26T00:00:00,660.0,243.0,105.0,105.0,
Santa Cruz County,2020-04-26T00:00:00,27.0,21.0,35.0,,
Shasta County,2020-04-26T00:00:00,20.0,,,,
Sierra County,2020-04-26T00:00:00,,,,,
Siskiyou County,2020-04-26T00:00:00,,,,,
Solano County,2020-04-26T00:00:00,,,,,
Sonoma County,2020-04-26T00:00:00,45.0,45.0,,,
Stanislaus County,2020-04-26T00:00:00,123.0,52.0,,,
Sutter County,2020-04-26T00:00:00,16.0,16.0,,,
Tehama County,2020-04-26T00:00:00,,,,,
Trinity County,2020-04-26T00:00:00,,,,,
Tulare County,2020-04-26T00:00:00,56.0,,,,
Tuolumne County,2020-04-26T00:00:00,,,,,
Ventura County,2020-04-26T00:00:00,388.0,271.0,,,
Yolo County,2020-04-26T00:00:00,246.0,212.0,,,
Yuba County,2020-04-26T00:00:00,39.0,18.0,,,
Alameda County,2020-04-27T00:00:00,385.0,354.0,91.0,91.0,
Alpine County,2020-04-27T00:00:00,,,,,
Amador County,2020-04-27T00:00:00,,,,,
Butte County,2020-04-27T00:00:00,97.0,97.0,,,
Calaveras County,2020-04-27T00:00:00,73.0,25.0,,,
Colusa County,2020-04-27T00:00:00,,,,,
Contra Costa County,2020-04-27T00:00:00,340.0,129.0,,,
Del Norte County,2020-04-27T00:00:00,,,,,
El Dorado County,2020-04-27T00:00:00,26.0,,,,
Fresno County,2020-04-27T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-04-27T00:00:00,,,,,
Humboldt County,2020-04-27T00:00:00,44.0,11.0,15.0,,
Imperial County,2020-04-27T00:00:00,36.0,,37.0,,
Inyo County,2020-04-27T00:00:00,,,,,
Kern County,2020-04-27T00:00:00,,,15.0,15.0,
Kings County,2020-04-27T00:00:00,,,,,
Lake County,2020-04-27T00:00:00,15.0,,,,
Lassen County,2020-04-27T00:00:00,,,,,
Los Angeles County,2020-04-27T00:00:00,3292.0,1102.0,658.0,649.0,
Madera County ,2020-04-27T00:00:00,20.0,20.0,,,
Marin County ,2020-04-27T00:00:00,132.0,96.0,44.0,,
Mariposa County,2020-04-27T00:00:00,44.0,13.0,,,
Mendocino County,2020-04-27T00:00:00,160.0,121.0,,,
Merced County,2020-04-27T00:00:00,85.0,35.0,,,
Modoc County,2020-04-27T00:00:00,,,,,
Mono County,2020-04-27T00:00:00,48.0,,,,
Monterey County,2020-04-27T00:00:00,142.0,,108.0,15.0,
Napa County ,2020-04-27T00:00:00,104.0,52.0,18.0,12.0,
Nevada County ,2020-04-27T00:00:00,50.0,16.0,,,
Orange County,2020-04-27T00:00:00,275.0,94.0,78.0,78.0,
Placer County,2020-04-27T00:00:00,73.0,26.0,12.0,,
Plumas County,2020-04-27T00:00:00,,,,,
Riverside County,2020-04-27T00:00:00,422.0,303.0,15.0,15.0,
Sacramento County,2020-04-27T00:00:00,276.0,121.0,63.0,63.0,
San Benito County,2020-04-27T00:00:00,67.0,49.0,,,
San BernardinoCounty,2020-04-27T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-04-27T00:00:00,2029.0,409.0,44.0,44.0,
San Francisco,2020-04-27T00:00:00,1805.0,880.0,91.0,91.0,
San Joaquin County,2020-04-27T00:00:00,,,,,
San Luis Obispo County,2020-04-27T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-04-27T00:00:00,140.0,107.0,,,
Santa Barbara County,2020-04-27T00:00:00,101.0,49.0,,,
Santa Clara County,2020-04-27T00:00:00,660.0,249.0,105.0,105.0,
Santa Cruz County,2020-04-27T00:00:00,27.0,21.0,35.0,,
Shasta County,2020-04-27T00:00:00,20.0,,,,
Sierra County,2020-04-27T00:00:00,,,,,
Siskiyou County,2020-04-27T00:00:00,,,,,
Solano County,2020-04-27T00:00:00,48.0,,,,
Sonoma County,2020-04-27T00:00:00,45.0,45.0,,,
Stanislaus County,2020-04-27T00:00:00,121.0,50.0,,,
Sutter County,2020-04-27T00:00:00,16.0,16.0,,,
Tehama County,2020-04-27T00:00:00,,,,,
Trinity County,2020-04-27T00:00:00,,,,,
Tulare County,2020-04-27T00:00:00,56.0,,,,
Tuolumne County,2020-04-27T00:00:00,50.0,,,,
Ventura County,2020-04-27T00:00:00,388.0,279.0,,,
Yolo County,2020-04-27T00:00:00,246.0,214.0,,,
Yuba County,2020-04-27T00:00:00,31.0,17.0,,,
Wilton Rancheria Tribe,2020-04-27T00:00:00,,,,,
Alameda County,2020-04-28T00:00:00,385.0,354.0,91.0,91.0,
Alpine County,2020-04-28T00:00:00,,,,,
Amador County,2020-04-28T00:00:00,,,,,
Butte County,2020-04-28T00:00:00,99.0,99.0,,,
Calaveras County,2020-04-28T00:00:00,73.0,25.0,,,
Colusa County,2020-04-28T00:00:00,,,,,
Contra Costa County,2020-04-28T00:00:00,444.0,219.0,,,
Del Norte County,2020-04-28T00:00:00,,,,,
El Dorado County,2020-04-28T00:00:00,26.0,,,,
Fresno County,2020-04-28T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-04-28T00:00:00,,,,,
Humboldt County,2020-04-28T00:00:00,64.0,34.0,15.0,,
Imperial County,2020-04-28T00:00:00,,,37.0,,
Inyo County,2020-04-28T00:00:00,,,,,
Kern County,2020-04-28T00:00:00,,,15.0,15.0,
Kings County,2020-04-28T00:00:00,,,,,
Lake County,2020-04-28T00:00:00,15.0,,,,
Lassen County,2020-04-28T00:00:00,13.0,13.0,,,
Los Angeles County,2020-04-28T00:00:00,3292.0,1334.0,658.0,649.0,
Madera County ,2020-04-28T00:00:00,33.0,33.0,,,
Marin County ,2020-04-28T00:00:00,132.0,96.0,44.0,,
Mariposa County,2020-04-28T00:00:00,44.0,14.0,,,
Mendocino County,2020-04-28T00:00:00,163.0,124.0,,,
Merced County,2020-04-28T00:00:00,100.0,38.0,,,
Modoc County,2020-04-28T00:00:00,,,,,
Mono County,2020-04-28T00:00:00,,,,,
Monterey County,2020-04-28T00:00:00,142.0,,108.0,15.0,
Napa County ,2020-04-28T00:00:00,104.0,52.0,18.0,12.0,
Nevada County ,2020-04-28T00:00:00,50.0,16.0,,,
Orange County,2020-04-28T00:00:00,402.0,117.0,78.0,78.0,
Placer County,2020-04-28T00:00:00,73.0,26.0,12.0,12.0,
Plumas County,2020-04-28T00:00:00,,,,,
Riverside County,2020-04-28T00:00:00,248.0,248.0,15.0,15.0,
Sacramento County,2020-04-28T00:00:00,276.0,128.0,63.0,63.0,
San Benito County,2020-04-28T00:00:00,67.0,62.0,,,
San BernardinoCounty,2020-04-28T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-04-28T00:00:00,2029.0,409.0,44.0,44.0,
San Francisco,2020-04-28T00:00:00,1805.0,887.0,91.0,91.0,
San Joaquin County,2020-04-28T00:00:00,,,,,
San Luis Obispo County,2020-04-28T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-04-28T00:00:00,142.0,113.0,,,
Santa Barbara County,2020-04-28T00:00:00,100.0,53.0,,,
Santa Clara County,2020-04-28T00:00:00,660.0,213.0,105.0,105.0,
Santa Cruz County,2020-04-28T00:00:00,27.0,22.0,35.0,,
Shasta County,2020-04-28T00:00:00,20.0,,,,
Sierra County,2020-04-28T00:00:00,,,,,
Siskiyou County,2020-04-28T00:00:00,,,,,
Solano County,2020-04-28T00:00:00,48.0,,,,
Sonoma County,2020-04-28T00:00:00,45.0,45.0,,,
Stanislaus County,2020-04-28T00:00:00,121.0,48.0,,,
Sutter County,2020-04-28T00:00:00,18.0,18.0,,,
Tehama County,2020-04-28T00:00:00,,,,,
Trinity County,2020-04-28T00:00:00,,,,,
Tulare County,2020-04-28T00:00:00,56.0,,,,
Tuolumne County,2020-04-28T00:00:00,50.0,,,,
Ventura County,2020-04-28T00:00:00,388.0,271.0,,,
Yolo County,2020-04-28T00:00:00,246.0,220.0,,,
Yuba County,2020-04-28T00:00:00,29.0,17.0,,,
Wilton Rancheria Tribe,2020-04-28T00:00:00,,,,,
Alameda County,2020-04-29T00:00:00,385.0,340.0,91.0,91.0,
Alpine County,2020-04-29T00:00:00,,,,,
Amador County,2020-04-29T00:00:00,,,,,
Butte County,2020-04-29T00:00:00,99.0,99.0,,,
Calaveras County,2020-04-29T00:00:00,73.0,25.0,,,
Colusa County,2020-04-29T00:00:00,,,,,
Contra Costa County,2020-04-29T00:00:00,444.0,230.0,,,
Del Norte County,2020-04-29T00:00:00,,,,,
El Dorado County,2020-04-29T00:00:00,26.0,,,,
Fresno County,2020-04-29T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-04-29T00:00:00,,,,,
Humboldt County,2020-04-29T00:00:00,64.0,35.0,15.0,,
Imperial County,2020-04-29T00:00:00,,,37.0,,
Inyo County,2020-04-29T00:00:00,,,,,
Kern County,2020-04-29T00:00:00,,,15.0,15.0,
Kings County,2020-04-29T00:00:00,,,,,
Lake County,2020-04-29T00:00:00,15.0,,,,
Lassen County,2020-04-29T00:00:00,13.0,13.0,,,
Los Angeles County,2020-04-29T00:00:00,3292.0,1334.0,658.0,649.0,
Madera County ,2020-04-29T00:00:00,33.0,33.0,,,
Marin County ,2020-04-29T00:00:00,169.0,96.0,44.0,,
Mariposa County,2020-04-29T00:00:00,44.0,14.0,,,
Mendocino County,2020-04-29T00:00:00,176.0,137.0,,,
Merced County,2020-04-29T00:00:00,100.0,45.0,,,
Modoc County,2020-04-29T00:00:00,,,,,
Mono County,2020-04-29T00:00:00,,,,,
Monterey County,2020-04-29T00:00:00,142.0,,108.0,15.0,
Napa County ,2020-04-29T00:00:00,104.0,52.0,18.0,12.0,
Nevada County ,2020-04-29T00:00:00,50.0,16.0,,,
Orange County,2020-04-29T00:00:00,402.0,117.0,78.0,78.0,
Placer County,2020-04-29T00:00:00,73.0,16.0,12.0,12.0,
Plumas County,2020-04-29T00:00:00,,,,,
Riverside County,2020-04-29T00:00:00,252.0,252.0,15.0,15.0,
Sacramento County,2020-04-29T00:00:00,276.0,128.0,63.0,63.0,
San Benito County,2020-04-29T00:00:00,67.0,62.0,,,
San BernardinoCounty,2020-04-29T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-04-29T00:00:00,2029.0,409.0,44.0,44.0,
San Francisco,2020-04-29T00:00:00,1805.0,890.0,91.0,91.0,
San Joaquin County,2020-04-29T00:00:00,,,,,
San Luis Obispo County,2020-04-29T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-04-29T00:00:00,142.0,118.0,,,
Santa Barbara County,2020-04-29T00:00:00,100.0,59.0,,,
Santa Clara County,2020-04-29T00:00:00,660.0,211.0,105.0,105.0,
Santa Cruz County,2020-04-29T00:00:00,27.0,22.0,35.0,,
Shasta County,2020-04-29T00:00:00,20.0,11.0,,,
Sierra County,2020-04-29T00:00:00,,,,,
Siskiyou County,2020-04-29T00:00:00,,,,,
Solano County,2020-04-29T00:00:00,48.0,,,,
Sonoma County,2020-04-29T00:00:00,45.0,45.0,,,
Stanislaus County,2020-04-29T00:00:00,121.0,62.0,,,
Sutter County,2020-04-29T00:00:00,18.0,18.0,,,
Tehama County,2020-04-29T00:00:00,,,,,
Trinity County,2020-04-29T00:00:00,,,,,
Tulare County,2020-04-29T00:00:00,56.0,,,,
Tuolumne County,2020-04-29T00:00:00,50.0,,,,
Ventura County,2020-04-29T00:00:00,388.0,273.0,,,
Yolo County,2020-04-29T00:00:00,246.0,224.0,,,
Yuba County,2020-04-29T00:00:00,26.0,17.0,,,
Wilton Rancheria Tribe,2020-04-29T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-04-29T00:00:00,,,,,
Alameda County,2020-04-30T00:00:00,385.0,338.0,91.0,91.0,
Alpine County,2020-04-30T00:00:00,,,,,
Amador County,2020-04-30T00:00:00,,,,,
Butte County,2020-04-30T00:00:00,99.0,99.0,,,
Calaveras County,2020-04-30T00:00:00,73.0,25.0,,,
Colusa County,2020-04-30T00:00:00,,,,,
Contra Costa County,2020-04-30T00:00:00,444.0,231.0,,,
Del Norte County,2020-04-30T00:00:00,,,,,
El Dorado County,2020-04-30T00:00:00,26.0,,,,
Fresno County,2020-04-30T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-04-30T00:00:00,,,,,
Humboldt County,2020-04-30T00:00:00,64.0,35.0,15.0,,
Imperial County,2020-04-30T00:00:00,,,37.0,,
Inyo County,2020-04-30T00:00:00,,,,,
Kern County,2020-04-30T00:00:00,,,15.0,15.0,
Kings County,2020-04-30T00:00:00,,,,,
Lake County,2020-04-30T00:00:00,15.0,,,,
Lassen County,2020-04-30T00:00:00,13.0,13.0,,,
Los Angeles County,2020-04-30T00:00:00,3292.0,1334.0,658.0,649.0,
Madera County ,2020-04-30T00:00:00,33.0,33.0,,,
Marin County ,2020-04-30T00:00:00,169.0,93.0,44.0,,
Mariposa County,2020-04-30T00:00:00,44.0,14.0,,,
Mendocino County,2020-04-30T00:00:00,176.0,137.0,,,
Merced County,2020-04-30T00:00:00,100.0,55.0,,,
Modoc County,2020-04-30T00:00:00,,,,,
Mono County,2020-04-30T00:00:00,,,,,
Monterey County,2020-04-30T00:00:00,142.0,,108.0,15.0,
Napa County ,2020-04-30T00:00:00,97.0,53.0,18.0,12.0,
Nevada County ,2020-04-30T00:00:00,50.0,16.0,,,
Orange County,2020-04-30T00:00:00,402.0,135.0,78.0,78.0,
Placer County,2020-04-30T00:00:00,73.0,19.0,12.0,12.0,
Plumas County,2020-04-30T00:00:00,,,,,
Riverside County,2020-04-30T00:00:00,254.0,254.0,15.0,15.0,
Sacramento County,2020-04-30T00:00:00,275.0,168.0,63.0,63.0,
San Benito County,2020-04-30T00:00:00,67.0,48.0,,,
San BernardinoCounty,2020-04-30T00:00:00,50.0,37.0,20.0,,20.0
